Date,GBP_EUR,GBP_USD,GBP_HKD,GBP_JPY
2020-02-11,1.1866,1.2952,10.0585,142.201
2020-02-12,1.1919,1.296,10.0704,142.677
2020-02-13,1.2034,1.3046,10.1308,143.306
2020-02-14,1.2046,1.3047,10.136,143.208
2020-02-17,1.2003,1.3008,10.1031,142.926
2020-02-18,1.2044,1.2998,10.0984,142.807
2020-02-19,1.1958,1.292,10.0429,143.892
2020-02-20,1.1947,1.2882,10.024,144.416
2020-02-21,1.1948,1.2964,10.0912,144.653
2020-02-24,1.1907,1.2924,10.0788,143.111
2020-02-25,1.1952,1.3005,10.1314,143.32
2020-02-26,1.1859,1.2905,10.0534,142.495
2020-02-27,1.1715,1.2887,10.044,141.233
2020-02-28,1.1626,1.2823,9.992,138.41
2020-03-02,1.1455,1.2754,9.9214,138.167
2020-03-03,1.1466,1.2811,9.9563,137.223
2020-03-04,1.1558,1.2872,10.0046,138.413
2020-03-05,1.1528,1.2954,10.0687,137.519
2020-03-06,1.1563,1.3048,10.1394,137.539
2020-03-09,1.1466,1.3117,10.1967,134.319
2020-03-10,1.1444,1.2911,10.0252,136.405
2020-03-11,1.1378,1.282,9.9592,134.031
2020-03-12,1.1238,1.2571,9.7754,131.552
2020-03-13,1.1057,1.2278,9.5396,132.471
2020-03-16,1.0972,1.2271,9.5298,129.815
2020-03-17,1.0961,1.2055,9.3546,129.844
2020-03-18,1.0643,1.1608,9.0173,125.439
2020-03-19,1.0743,1.1485,8.9146,127.152
2020-03-20,1.0883,1.1629,9.0244,128.741
2020-03-23,1.0759,1.1542,8.9517,128.391
2020-03-24,1.0906,1.1762,9.1144,130.8
2020-03-25,1.0915,1.1878,9.2115,132.11
2020-03-26,1.1065,1.2203,9.4607,133.735
2020-03-27,1.1182,1.246,9.6624,134.344
2020-03-30,1.1237,1.2414,9.6306,133.793
2020-03-31,1.1254,1.242,9.627,133.588
2020-04-01,1.1284,1.2371,9.5921,132.59
2020-04-02,1.1417,1.2396,9.6093,133.773
2020-04-03,1.1362,1.2269,9.513,133.223
2020-04-06,1.1333,1.2231,9.4813,133.592
2020-04-07,1.1322,1.2332,9.5601,134.1
2020-04-08,1.1405,1.2383,9.5997,134.758
2020-04-09,1.14,1.2458,9.6579,135.18
2020-04-10,1.1402,1.2455,9.6549,134.86
2020-04-13,1.146,1.2515,9.6934,134.891
2020-04-14,1.1496,1.2623,9.7882,135.349
2020-04-15,1.1474,1.2518,9.7075,134.534
2020-04-16,1.1493,1.2457,9.6553,134.431
2020-04-17,1.1496,1.2499,9.687,134.395
2020-04-20,1.1452,1.2442,9.6378,133.99
2020-04-21,1.132,1.2289,9.5314,132.443
2020-04-22,1.1397,1.2334,9.5586,132.913
2020-04-23,1.1454,1.2344,9.5677,132.825
2020-04-24,1.1423,1.2367,9.5826,132.983
2020-04-27,1.1479,1.2431,9.6334,133.327
2020-04-28,1.1484,1.2426,9.6296,132.785
2020-04-29,1.1469,1.2469,9.6637,133.035
2020-04-30,1.1497,1.2594,9.7619,134.998
2020-05-01,1.1378,1.2506,9.6873,133.731
2020-05-04,1.1409,1.2443,9.6481,132.819
2020-05-05,1.1472,1.2435,9.6415,132.511
2020-05-06,1.1438,1.235,9.5721,131.058
2020-05-07,1.1411,1.2362,9.5809,131.366
2020-05-08,1.1448,1.241,9.6206,132.296
2020-05-11,1.1414,1.2335,9.56,132.795
2020-05-12,1.1301,1.226,9.5029,131.363
2020-05-13,1.1304,1.2232,9.4834,130.918
2020-05-14,1.1317,1.223,9.482,131.153
2020-05-15,1.119,1.2116,9.3842,129.548
2020-05-18,1.1173,1.2194,9.452,130.895
2020-05-19,1.1217,1.2253,9.4963,131.974
2020-05-20,1.1152,1.2245,9.488,131.633
2020-05-21,1.1161,1.2223,9.4776,131.521
2020-05-22,1.1159,1.2173,9.4376,130.981
2020-05-25,1.1185,1.2191,9.4535,131.298
2020-05-26,1.1231,1.2334,9.5622,132.648
2020-05-27,1.1141,1.2261,9.5073,132.075
2020-05-28,1.1123,1.2321,9.5519,132.628
2020-05-29,1.1121,1.2343,9.5703,133.079
2020-06-01,1.122,1.2492,9.6811,134.411
2020-06-02,1.1237,1.2551,9.7275,136.4
2020-06-03,1.1194,1.2575,9.7458,136.945
2020-06-04,1.111,1.2597,9.762,137.485
2020-06-05,1.1219,1.2668,9.8184,138.829
2020-06-08,1.1268,1.2724,9.8607,137.965
2020-06-09,1.1222,1.2728,9.864,137.159
2020-06-10,1.1206,1.2747,9.8793,136.557
2020-06-11,1.1154,1.2602,9.7679,134.671
2020-06-12,1.1142,1.254,9.7193,134.663
2020-06-15,1.113,1.2605,9.7695,135.295
2020-06-16,1.1162,1.2573,9.7438,134.935
2020-06-17,1.1166,1.2555,9.7301,134.354
2020-06-18,1.1088,1.2424,9.629,132.902
2020-06-19,1.1047,1.235,9.5706,131.988
2020-06-22,1.1073,1.2469,9.6646,133.3
2020-06-23,1.1072,1.252,9.7031,133.367
2020-06-24,1.1038,1.2419,9.6255,132.941
2020-06-25,1.1072,1.2419,9.6264,133.125
2020-06-26,1.0996,1.2336,9.5607,132.259
2020-06-29,1.094,1.2298,9.5326,132.307
2020-06-30,1.104,1.2401,9.6112,133.839
2020-07-01,1.1087,1.2475,9.6687,134.068
2020-07-02,1.1093,1.2468,9.6635,134.027
2020-07-03,1.1102,1.2483,9.6746,134.202
2020-07-06,1.1046,1.2492,9.6814,134.107
2020-07-07,1.1125,1.2542,9.7211,134.846
2020-07-08,1.113,1.261,9.7728,135.258
2020-07-09,1.1172,1.2606,9.7701,135.146
2020-07-10,1.1172,1.2622,9.7858,134.967
2020-07-13,1.1068,1.2555,9.7303,134.69
2020-07-14,1.1011,1.2553,9.7308,134.62
2020-07-15,1.1029,1.2587,9.7578,134.604
2020-07-16,1.1029,1.2553,9.7327,134.652
2020-07-17,1.099,1.2568,9.7449,134.508
2020-07-20,1.1061,1.2661,9.8149,135.812
2020-07-21,1.1045,1.2731,9.8671,135.974
2020-07-22,1.1006,1.2734,9.8729,136.455
2020-07-23,1.0987,1.2741,9.8757,136.154
2020-07-24,1.0982,1.2794,9.917,135.792
2020-07-27,1.0962,1.2882,9.9858,135.741
2020-07-28,1.1037,1.2932,10.0221,135.901
2020-07-29,1.1023,1.2997,10.0721,136.362
2020-07-30,1.1053,1.3096,10.1491,137.148
2020-07-31,1.1109,1.3085,10.1424,138.492
2020-08-03,1.1116,1.3075,10.1341,138.533
2020-08-04,1.1075,1.3071,10.1303,138.188
2020-08-05,1.1054,1.3114,10.1638,138.482
2020-08-06,1.1067,1.3143,10.1861,138.718
2020-08-07,1.1077,1.3052,10.1166,138.257
2020-08-10,1.1137,1.3073,10.1314,138.52
2020-08-11,1.1115,1.3048,10.1128,138.947
2020-08-12,1.106,1.3034,10.1029,139.346
2020-08-13,1.1061,1.3067,10.1278,139.729
2020-08-14,1.1055,1.3086,10.142,139.513
2020-08-17,1.1039,1.3103,10.1569,138.906
2020-08-18,1.1096,1.3239,10.2599,139.546
2020-08-19,1.1065,1.3098,10.1538,139.007
2020-08-20,1.1142,1.3214,10.2413,139.806
2020-08-21,1.1098,1.309,10.145,138.493
2020-08-24,1.1082,1.3063,10.1246,138.442
2020-08-25,1.1113,1.3152,10.1927,139.916
2020-08-26,1.1166,1.321,10.2385,140.012
2020-08-27,1.1166,1.3201,10.2315,140.672
2020-08-28,1.1215,1.3353,10.3482,140.684
2020-08-31,1.1201,1.337,10.3612,141.587
2020-09-01,1.1235,1.3384,10.3728,141.814
2020-09-02,1.1262,1.335,10.3476,141.767
2020-09-03,1.1206,1.3281,10.2931,141.029
2020-09-04,1.1214,1.3279,10.2929,141.094
2020-09-07,1.1143,1.3166,10.2033,139.906
2020-09-08,1.1022,1.2982,10.0613,137.647
2020-09-09,1.1015,1.3002,10.0768,138.058
2020-09-10,1.0839,1.2805,9.925,135.897
2020-09-11,1.0806,1.2796,9.917,135.845
2020-09-14,1.0827,1.2846,9.9564,135.822
2020-09-15,1.088,1.2889,9.9892,135.91
2020-09-16,1.0975,1.2967,10.05,136.091
2020-09-17,1.0949,1.2973,10.0544,135.888
2020-09-18,1.0908,1.2917,10.0109,135.083
2020-09-21,1.0888,1.2817,9.9328,134.127
2020-09-22,1.0875,1.2733,9.8682,133.613
2020-09-23,1.0913,1.2724,9.8624,134.103
2020-09-24,1.0919,1.2747,9.8808,134.34
2020-09-25,1.0955,1.2746,9.8787,134.59
2020-09-28,1.1001,1.2834,9.9453,135.385
2020-09-29,1.0953,1.2863,9.9701,135.895
2020-09-30,1.1024,1.292,10.0127,136.31
2020-10-01,1.0971,1.2891,9.995,136.015
2020-10-02,1.1042,1.2935,10.0261,136.235
2020-10-05,1.1014,1.2979,10.0566,137.26
2020-10-06,1.0973,1.2881,9.9823,136.047
2020-10-07,1.0982,1.2919,10.0099,136.917
2020-10-08,1.1002,1.2938,10.0273,137.176
2020-10-09,1.1027,1.3036,10.1111,137.677
2020-10-12,1.1059,1.3064,10.1248,137.605
2020-10-13,1.1014,1.2937,10.0253,136.451
2020-10-14,1.1078,1.3012,10.0848,136.841
2020-10-15,1.1022,1.2909,10.0044,136.113
2020-10-16,1.1023,1.2915,10.0104,136.126
2020-10-19,1.1,1.2948,10.0322,136.527
2020-10-20,1.0952,1.2948,10.0348,136.614
2020-10-21,1.1088,1.3149,10.1916,137.52
2020-10-22,1.107,1.3083,10.1398,137.2
2020-10-23,1.0997,1.3039,10.1131,136.556
2020-10-26,1.103,1.3024,10.0943,136.547
2020-10-27,1.1058,1.3044,10.1086,136.211
2020-10-28,1.1054,1.2983,10.0626,135.447
2020-10-29,1.1078,1.293,10.0229,135.276
2020-10-30,1.1123,1.2947,10.0402,135.518
2020-11-02,1.1096,1.2917,10.0108,135.284
2020-11-03,1.1148,1.3059,10.1233,136.448
2020-11-04,1.1077,1.2988,10.0767,135.752
2020-11-05,1.1117,1.3148,10.1922,136.072
2020-11-06,1.1069,1.3156,10.1997,135.979
2020-11-09,1.1145,1.3166,10.2063,138.725
2020-11-10,1.1234,1.3272,10.2923,139.749
2020-11-11,1.1228,1.3222,10.254,139.406
2020-11-12,1.1111,1.3118,10.1705,137.908
2020-11-13,1.1153,1.3189,10.2345,138.026
2020-11-16,1.1139,1.3199,10.2335,138.023
2020-11-17,1.1165,1.3246,10.2692,138.024
2020-11-18,1.1197,1.3273,10.2859,137.785
2020-11-19,1.117,1.3261,10.2822,137.601
2020-11-20,1.1201,1.3275,10.3002,137.845
2020-11-23,1.1252,1.3321,10.3291,139.226
2020-11-24,1.1235,1.3357,10.3563,139.517
2020-11-25,1.1236,1.338,10.3776,139.79
2020-11-26,1.1213,1.3358,10.3538,139.275
2020-11-27,1.1127,1.3311,10.3173,138.54
2020-11-30,1.117,1.3323,10.3282,138.967
2020-12-01,1.1119,1.342,10.4007,140.005
2020-12-02,1.1032,1.3365,10.3586,139.554
2020-12-03,1.1076,1.345,10.4286,139.662
2020-12-04,1.1084,1.3441,10.4149,139.992
2020-12-07,1.105,1.338,10.3719,139.236
2020-12-08,1.1034,1.3355,10.3537,139.115
2020-12-09,1.1093,1.3399,10.3899,139.679
2020-12-10,1.0952,1.3295,10.3098,138.583
2020-12-11,1.0911,1.3224,10.2493,137.574
2020-12-14,1.0971,1.3324,10.3298,138.64
2020-12-15,1.1078,1.346,10.4403,139.558
2020-12-16,1.1073,1.3509,10.4726,139.768
2020-12-17,1.1074,1.3585,10.5319,140.077
2020-12-18,1.1011,1.3523,10.4917,139.707
2020-12-21,1.0996,1.3464,10.4376,139.102
2020-12-22,1.0986,1.3361,10.3577,138.483
2020-12-23,1.1072,1.3493,10.4625,139.761
2020-12-24,1.1109,1.3558,10.5205,140.513
2020-12-25,1.1122,1.356,10.4183,140.408
2020-12-28,1.1011,1.3452,10.4381,139.645
2020-12-29,1.1023,1.3503,10.4687,139.904
2020-12-30,1.1078,1.3625,10.5625,140.599
2020-12-31,1.1185,1.367,10.5937,141.154
2021-01-01,,1.3672,10.5301,141.063
2021-01-04,1.108,1.3571,10.5246,139.951
2021-01-05,1.1081,1.3627,10.565,139.987
2021-01-06,1.104,1.3608,10.551,140.228
2021-01-07,1.1056,1.3568,10.5175,140.821
2021-01-08,1.1094,1.3568,10.5311,141.006
2021-01-11,1.1124,1.3518,10.48,140.922
2021-01-12,1.1194,1.3664,10.5956,141.776
2021-01-13,1.1219,1.3639,10.5743,141.684
2021-01-14,1.1262,1.3689,10.6132,142.09
2021-01-15,1.1245,1.359,10.5353,141.099
2021-01-18,1.125,1.3587,10.5343,140.878
2021-01-19,1.1238,1.363,10.5659,141.63
2021-01-20,1.128,1.3654,10.5846,141.391
2021-01-21,1.129,1.3733,10.6454,142.13
2021-01-22,1.1247,1.3686,10.6071,142.014
2021-01-25,1.1266,1.3675,10.6011,141.884
2021-01-26,1.1296,1.3736,10.6496,142.329
2021-01-27,1.1301,1.3687,10.61,142.493
2021-01-28,1.1318,1.3721,10.6349,143.04
2021-01-29,1.1287,1.3708,10.6277,143.52
2021-02-01,1.1329,1.3663,10.5929,143.368
2021-02-02,1.1348,1.3668,10.5941,143.48
2021-02-03,1.1337,1.3647,10.5757,143.32
2021-02-04,1.1428,1.3672,10.6012,144.3
2021-02-05,1.1401,1.3735,10.6489,144.788
2021-02-08,1.1404,1.3741,10.6525,144.587
2021-02-09,1.1401,1.3817,10.71,144.507
2021-02-10,1.1415,1.3834,10.7233,144.699
2021-02-11,1.1391,1.3816,10.712,144.72
2021-02-12,1.1432,1.3849,10.739,145.47
2021-02-15,1.1462,1.3903,10.7783,146.526
2021-02-16,1.1484,1.3903,10.7773,147.426
2021-02-17,1.1512,1.3857,10.7428,146.706
2021-02-18,1.1558,1.3975,10.8339,147.696
2021-02-19,1.1561,1.4016,10.8639,147.754
2021-02-22,1.1568,1.4063,10.9042,147.77
2021-02-23,1.1614,1.4113,10.9451,148.546
2021-02-24,1.1624,1.4141,10.9661,149.732
2021-02-25,1.1513,1.4015,10.8587,148.831
2021-02-26,1.154,1.3933,10.8056,148.399
2021-03-01,1.1556,1.3925,10.8002,148.669
2021-03-02,1.154,1.3955,10.8269,148.878
2021-03-03,1.1568,1.3954,10.8262,149.315
2021-03-04,1.161,1.3895,10.7802,150.034
2021-03-05,1.1615,1.3841,10.7425,149.921
2021-03-08,1.167,1.3824,10.7423,150.531
2021-03-09,1.1673,1.3892,10.7799,150.714
2021-03-10,1.1681,1.3932,10.8127,151.005
2021-03-11,1.1673,1.3991,10.8573,151.81
2021-03-12,1.1647,1.3924,10.8091,151.745
2021-03-15,1.1653,1.39,10.7912,151.695
2021-03-16,1.1671,1.3891,10.786,151.414
2021-03-17,1.1657,1.3966,10.8435,151.999
2021-03-18,1.1686,1.3925,10.8106,151.659
2021-03-19,1.1647,1.3872,10.7701,150.96
2021-03-22,1.1618,1.3864,10.766,150.901
2021-03-23,1.1607,1.3752,10.6825,149.324
2021-03-24,1.1586,1.3686,10.6321,148.824
2021-03-25,1.1674,1.3734,10.6691,149.962
2021-03-26,1.1694,1.3789,10.7181,151.275
2021-03-29,1.1698,1.3762,10.6977,151.138
2021-03-30,1.1728,1.374,10.6829,151.637
2021-03-31,1.175,1.3783,10.7145,152.59
2021-04-01,1.1746,1.3833,10.7561,152.994
2021-04-02,1.1754,1.3832,10.7566,153.156
2021-04-05,1.177,1.39,10.8103,153.15
2021-04-06,1.1641,1.3824,10.7508,151.712
2021-04-07,1.1574,1.3737,10.6956,150.9
2021-04-08,1.1529,1.3735,10.6823,150.068
2021-04-09,1.1515,1.3707,10.6612,150.324
2021-04-12,1.1537,1.3741,10.6818,150.299
2021-04-13,1.1508,1.375,10.6886,149.962
2021-04-14,1.1502,1.3779,10.701,150.082
2021-04-15,1.152,1.3787,10.7064,149.921
2021-04-16,1.1551,1.3832,10.7543,150.489
2021-04-19,1.1619,1.3986,10.8613,151.268
2021-04-20,1.1579,1.3937,10.8178,150.672
2021-04-21,1.1575,1.3931,10.8156,150.546
2021-04-22,1.1519,1.3839,10.7401,149.416
2021-04-23,1.1478,1.3876,10.7694,149.716
2021-04-26,1.1502,1.3899,10.788,150.236
2021-04-27,1.1504,1.3913,10.7955,151.251
2021-04-28,1.1495,1.3935,10.8213,151.351
2021-04-29,1.1502,1.3944,10.8237,151.88
2021-04-30,1.1492,1.3822,10.7305,151.003
2021-05-03,1.1531,1.3911,10.8033,151.719
2021-05-04,1.1559,1.3887,10.7889,151.807
2021-05-05,1.1585,1.3905,10.806,151.838
2021-05-06,1.1513,1.3889,10.7915,151.525
2021-05-07,1.1501,1.3984,10.864,151.865
2021-05-10,1.164,1.4118,10.9633,153.624
2021-05-11,1.1642,1.4142,10.9869,153.614
2021-05-12,1.1643,1.4054,10.9142,154.164
2021-05-13,1.1632,1.4052,10.9154,153.809
2021-05-14,1.1608,1.4097,10.9481,154.093
2021-05-17,1.1635,1.4134,10.9803,154.376
2021-05-18,1.1608,1.4189,11.018,154.513
2021-05-19,1.1594,1.4115,10.9604,154.167
2021-05-20,1.1604,1.419,11.0149,154.36
2021-05-21,1.1617,1.415,10.9862,154.169
2021-05-24,1.1588,1.4157,10.9922,153.953
2021-05-25,1.1551,1.4153,10.9845,153.93
2021-05-26,1.158,1.4119,10.959,154.115
2021-05-27,1.1649,1.4207,11.0236,155.994
2021-05-28,1.1638,1.4188,11.0151,155.832
2021-05-31,1.1624,1.4212,11.0305,155.738
2021-06-01,1.1586,1.415,10.9792,154.923
2021-06-02,1.1605,1.4171,10.9944,155.25
2021-06-03,1.1631,1.4106,10.944,155.58
2021-06-04,1.1642,1.4157,10.981,155.04
2021-06-07,1.1632,1.4183,11.0012,154.929
2021-06-08,1.163,1.4157,10.9847,155.005
2021-06-09,1.159,1.4118,10.9512,154.782
2021-06-10,1.1646,1.4177,11.0018,154.995
2021-06-11,1.1657,1.4107,10.9515,154.737
2021-06-14,1.1643,1.4112,10.9527,155.333
2021-06-15,1.1613,1.4083,10.9324,155.023
2021-06-16,1.1659,1.3988,10.8573,154.853
2021-06-17,1.1693,1.3922,10.812,153.443
2021-06-18,1.1632,1.381,10.7147,152.169
2021-06-21,1.1691,1.3934,10.8195,153.668
2021-06-22,1.1681,1.3949,10.8335,154.358
2021-06-23,1.1708,1.3964,10.8427,154.931
2021-06-24,1.1669,1.3922,10.8087,154.372
2021-06-25,1.163,1.3879,10.7742,153.764
2021-06-28,1.1642,1.3883,10.7769,153.591
2021-06-29,1.1633,1.3836,10.7413,152.933
2021-06-30,1.1667,1.3831,10.7416,153.656
2021-07-01,1.1618,1.3767,10.6904,153.547
2021-07-02,1.1659,1.3824,10.7416,153.52
2021-07-05,1.167,1.3844,10.7535,153.631
2021-07-06,1.1673,1.38,10.7187,152.677
2021-07-07,1.1705,1.3801,10.7217,152.693
2021-07-08,1.1639,1.3786,10.7104,151.327
2021-07-09,1.1701,1.3901,10.8007,153.074
2021-07-12,1.1705,1.3883,10.7827,153.224
2021-07-13,1.173,1.3814,10.7282,152.829
2021-07-14,1.1709,1.386,10.7635,152.408
2021-07-15,1.1707,1.3829,10.7416,151.897
2021-07-16,1.1657,1.3767,10.6926,151.554
2021-07-19,1.1591,1.3675,10.6283,149.666
2021-07-20,1.1568,1.3628,10.5926,149.72
2021-07-21,1.163,1.3713,10.6623,151.258
2021-07-22,1.1697,1.3768,10.6989,151.662
2021-07-23,1.1681,1.3748,10.6818,151.955
2021-07-26,1.1707,1.3818,10.7487,152.529
2021-07-27,1.1746,1.3879,10.8055,152.381
2021-07-28,1.174,1.3902,10.8176,152.81
2021-07-29,1.1744,1.3959,10.8469,152.844
2021-07-30,1.1715,1.3904,10.8067,152.585
2021-08-02,1.1696,1.3883,10.7915,151.768
2021-08-03,1.1728,1.3916,10.8246,151.736
2021-08-04,1.1733,1.3889,10.7994,152.061
2021-08-05,1.1772,1.3931,10.8338,152.912
2021-08-06,1.1798,1.3872,10.7926,152.954
2021-08-09,1.1798,1.3847,10.7772,152.737
2021-08-10,1.1812,1.3843,10.7704,153.043
2021-08-11,1.1814,1.3868,10.7868,153.177
2021-08-12,1.1771,1.3808,10.7441,152.445
2021-08-13,1.1758,1.3866,10.7928,151.975
2021-08-16,1.1757,1.3849,10.7794,151.314
2021-08-17,1.1735,1.3741,10.7076,150.593
2021-08-18,1.1746,1.3756,10.7122,150.986
2021-08-19,1.1681,1.3639,10.6236,149.691
2021-08-20,1.1644,1.3623,10.6144,149.571
2021-08-23,1.1682,1.3719,10.6931,150.492
2021-08-24,1.1678,1.3729,10.6913,150.536
2021-08-25,1.1692,1.3763,10.7136,151.414
2021-08-26,1.1658,1.37,10.6687,150.821
2021-08-27,1.1665,1.3764,10.7168,151.217
2021-08-30,1.1663,1.376,10.7131,151.249
2021-08-31,1.1649,1.3755,10.6971,151.33
2021-09-01,1.1632,1.377,10.7083,151.481
2021-09-02,1.1649,1.3833,10.7494,152.083
2021-09-03,1.1668,1.3871,10.7705,152.105
2021-09-06,1.1657,1.3837,10.7558,151.992
2021-09-07,1.1642,1.3786,10.7177,152.04
2021-09-08,1.1655,1.3771,10.7086,151.837
2021-09-09,1.1703,1.3837,10.7619,151.828
2021-09-10,1.1708,1.3839,10.7587,152.18
2021-09-13,1.1718,1.3838,10.768,152.218
2021-09-14,1.17,1.381,10.741,151.474
2021-09-15,1.1711,1.384,10.7697,151.389
2021-09-16,1.1724,1.3795,10.7372,151.387
2021-09-17,1.1709,1.3741,10.689,151.112
2021-09-20,1.1646,1.3657,10.6339,149.453
2021-09-21,1.1649,1.3659,10.6363,149.186
2021-09-22,1.1651,1.3622,10.6031,149.509
2021-09-23,1.1689,1.372,10.6809,151.372
2021-09-24,1.1664,1.3679,10.646,151.405
2021-09-27,1.1714,1.3698,10.6622,152.074
2021-09-28,1.1587,1.3537,10.5359,150.932
2021-09-29,1.1578,1.3427,10.4549,150.332
2021-09-30,1.164,1.3474,10.4907,149.947
2021-10-01,1.1683,1.3546,10.545,150.467
2021-10-04,1.171,1.361,10.5965,150.954
2021-10-05,1.175,1.3629,10.6087,151.893
2021-10-06,1.1753,1.3582,10.5764,151.324
2021-10-07,1.1786,1.3619,10.5995,151.999
2021-10-08,1.1766,1.3615,10.5981,152.784
2021-10-11,1.1767,1.3595,10.5745,154.05
2021-10-12,1.1783,1.3588,10.5741,154.361
2021-10-13,1.1781,1.3659,10.6266,154.702
2021-10-14,1.179,1.3673,10.6355,155.426
2021-10-15,1.1853,1.3751,10.6937,157.079
2021-10-18,1.1823,1.3726,10.677,156.927
2021-10-19,1.1857,1.3797,10.7246,157.768
2021-10-20,1.1866,1.3824,10.7464,158.029
2021-10-21,1.1866,1.3793,10.7242,157.231
2021-10-22,1.1812,1.3755,10.6931,156.12
2021-10-25,1.1856,1.3767,10.7018,156.527
2021-10-26,1.1872,1.3767,10.7048,157.151
2021-10-27,1.1844,1.3745,10.6892,156.424
2021-10-28,1.1806,1.379,10.7274,156.646
2021-10-29,1.1841,1.3682,10.65,155.99
2021-11-01,1.1773,1.3665,10.6345,155.806
2021-11-02,1.1756,1.3612,10.5943,155.132
2021-11-03,1.1785,1.3687,10.6508,156.042
2021-11-04,1.1684,1.35,10.5066,153.573
2021-11-05,1.1666,1.3498,10.5044,153.063
2021-11-08,1.1705,1.3563,10.565,153.577
2021-11-09,1.1694,1.3557,10.5617,153.035
2021-11-10,1.1679,1.3405,10.4442,152.688
2021-11-11,1.1678,1.3372,10.4179,152.529
2021-11-12,1.1723,1.3414,10.4496,152.765
2021-11-15,1.1801,1.3416,10.4468,153.105
2021-11-16,1.1864,1.343,10.4577,154.212
2021-11-17,1.1917,1.3487,10.5064,153.874
2021-11-18,1.187,1.3494,10.5125,154.195
2021-11-19,1.1915,1.3451,10.4752,153.336
2021-11-22,1.1924,1.3397,10.4356,153.901
2021-11-23,1.1893,1.3378,10.4278,154.032
2021-11-24,1.19,1.3328,10.3936,153.837
2021-11-25,1.1885,1.3322,10.3869,153.69
2021-11-26,1.1782,1.3337,10.401,151.229
2021-11-29,1.1792,1.3315,10.3843,151.152
2021-11-30,1.1731,1.3299,10.3708,150.508
2021-12-01,1.173,1.3279,10.3454,149.745
2021-12-02,1.1772,1.3305,10.3644,150.527
2021-12-03,1.1698,1.3236,10.3148,149.245
2021-12-06,1.1753,1.3264,10.3458,150.519
2021-12-07,1.1755,1.3244,10.3278,150.427
2021-12-08,1.1641,1.3204,10.2968,150.108
2021-12-09,1.1707,1.3221,10.3073,150.036
2021-12-10,1.1727,1.3273,10.3499,150.534
2021-12-13,1.1712,1.3217,10.3073,150.071
2021-12-14,1.1751,1.3231,10.3207,150.487
2021-12-15,1.1745,1.3262,10.3484,151.247
2021-12-16,1.1757,1.3323,10.3976,151.423
2021-12-17,1.178,1.3245,10.3272,150.512
2021-12-20,1.1709,1.3207,10.3034,150.054
2021-12-21,1.1755,1.3262,10.3498,151.318
2021-12-22,1.1789,1.3352,10.4147,152.339
2021-12-23,1.1837,1.3408,10.4583,153.431
2021-12-24,1.1837,1.3386,10.4526,153.135
2021-12-27,1.1866,1.3441,10.4836,154.41
2021-12-28,1.1876,1.3434,10.4745,154.218
2021-12-29,1.1889,1.349,10.5179,155.085
2021-12-30,1.1922,1.3499,10.5305,155.363
2021-12-31,1.1893,1.3532,10.5459,155.742
2022-01-03,1.1932,1.348,10.5102,155.456
2022-01-04,1.1988,1.353,10.5444,157.142
2022-01-05,1.1983,1.3557,10.5693,157.406
2022-01-06,1.198,1.3532,10.556,156.746
2022-01-07,1.1964,1.3588,10.5974,157.0
2022-01-10,1.1987,1.3577,10.5825,156.403
2022-01-11,1.1995,1.3635,10.6289,157.211
2022-01-12,1.1975,1.37,10.6753,157.057
2022-01-13,1.1966,1.3706,10.6723,156.492
2022-01-14,1.1981,1.3675,10.6467,156.161
2022-01-17,1.1963,1.3647,10.6307,156.413
2022-01-18,1.2005,1.3596,10.5946,155.809
2022-01-19,1.2001,1.3612,10.6033,155.626
2022-01-20,1.2022,1.36,10.5881,155.177
2022-01-21,1.1946,1.3553,10.5526,154.074
2022-01-24,1.1909,1.3488,10.5025,153.709
2022-01-25,1.1948,1.3501,10.5135,153.767
2022-01-26,1.1979,1.3463,10.4841,154.347
2022-01-27,1.2006,1.3383,10.425,154.392
2022-01-28,1.2017,1.3401,10.4416,154.563
2022-01-31,1.1971,1.3447,10.4836,154.79
2022-02-01,1.1997,1.3522,10.5403,155.115
2022-02-02,1.201,1.3577,10.5826,155.399
2022-02-03,1.1887,1.3598,10.5974,156.343
2022-02-04,1.1815,1.3531,10.5361,156.034
2022-02-07,1.183,1.3536,10.5469,155.817
2022-02-08,1.1864,1.3543,10.556,156.493
2022-02-09,1.1848,1.3535,10.5446,156.354
2022-02-10,1.1868,1.3557,10.5703,157.268
2022-02-11,1.1946,1.3564,10.5768,156.609
2022-02-14,1.1966,1.3528,10.5574,156.318
2022-02-15,1.1918,1.3538,10.5633,156.515
2022-02-16,1.1945,1.3586,10.5973,156.924
2022-02-17,1.1985,1.3616,10.6174,156.494
2022-02-18,1.2003,1.3589,10.5986,156.269
2022-02-21,1.2026,1.3602,10.6097,156.066
2022-02-22,1.1998,1.3585,10.6003,156.347
2022-02-23,1.1986,1.3544,10.5733,155.773
2022-02-24,1.195,1.338,10.4477,154.579
2022-02-25,1.19,1.3409,10.4746,154.831
2022-02-28,1.1961,1.342,10.4829,154.314
2022-03-01,1.1979,1.3325,10.4145,153.127
2022-03-02,1.2058,1.3406,10.4733,154.871
2022-03-03,1.2062,1.3348,10.4332,154.114
2022-03-04,1.2108,1.323,10.3428,152.134
2022-03-07,1.2073,1.3104,10.2469,151.107
2022-03-08,1.2019,1.3102,10.2428,151.55
2022-03-09,1.1899,1.3181,10.3109,152.691
2022-03-10,1.191,1.3086,10.2353,151.974
